Banner_1/name:Banner, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[2771,1844],color:[(255, 255, 128)]
Person_1/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1393,1711],color:[(220, 20, 60)]
Person_10/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1712],color:[(220, 20, 60)]
Person_2/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1393,1712],color:[(220, 20, 60)]
Person_3/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1393,1713],color:[(220, 20, 60)]
Person_4/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1393,1714],color:[(220, 20, 60)]
Person_5/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1707],color:[(220, 20, 60)]
Person_6/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1708],color:[(220, 20, 60)]
Person_7/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1709],color:[(220, 20, 60)]
Person_8/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1710],color:[(220, 20, 60)]
Person_9/name:Person, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[1394,1711],color:[(220, 20, 60)]
PhoneBooth_1/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,947],color:[(0, 0, 142)]
PhoneBooth_10/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,956],color:[(0, 0, 142)]
PhoneBooth_2/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,948],color:[(0, 0, 142)]
PhoneBooth_3/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,949],color:[(0, 0, 142)]
PhoneBooth_4/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,950],color:[(0, 0, 142)]
PhoneBooth_5/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,951],color:[(0, 0, 142)]
PhoneBooth_6/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,952],color:[(0, 0, 142)]
PhoneBooth_7/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,953],color:[(0, 0, 142)]
PhoneBooth_8/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,954],color:[(0, 0, 142)]
PhoneBooth_9/name:PhoneBooth, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,955],color:[(0, 0, 142)]
Pole_1/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1358],color:[(153, 153, 153)]
Pole_10/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1367],color:[(153, 153, 153)]
Pole_2/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1359],color:[(153, 153, 153)]
Pole_3/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1360],color:[(153, 153, 153)]
Pole_4/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1361],color:[(153, 153, 153)]
Pole_5/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1362],color:[(153, 153, 153)]
Pole_6/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1363],color:[(153, 153, 153)]
Pole_7/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1364],color:[(153, 153, 153)]
Pole_8/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1365],color:[(153, 153, 153)]
Pole_9/name:Pole, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1366],color:[(153, 153, 153)]
RailTrack_1/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1761,1278],color:[(230, 150, 140)]
RailTrack_10/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1764,1280],color:[(230, 150, 140)]
RailTrack_2/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1762,1278],color:[(230, 150, 140)]
RailTrack_3/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1762,1279],color:[(230, 150, 140)]
RailTrack_4/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1763,1278],color:[(230, 150, 140)]
RailTrack_5/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1763,1279],color:[(230, 150, 140)]
RailTrack_6/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1763,1280],color:[(230, 150, 140)]
RailTrack_7/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1763,1281],color:[(230, 150, 140)]
RailTrack_8/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1764,1278],color:[(230, 150, 140)]
RailTrack_9/name:RailTrack, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1764,1279],color:[(230, 150, 140)]
Road_1/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1945],color:[(128, 64, 128)]
Road_10/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1954],color:[(128, 64, 128)]
Road_2/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1946],color:[(128, 64, 128)]
Road_3/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1947],color:[(128, 64, 128)]
Road_4/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1948],color:[(128, 64, 128)]
Road_5/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1949],color:[(128, 64, 128)]
Road_6/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1950],color:[(128, 64, 128)]
Road_7/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1951],color:[(128, 64, 128)]
Road_8/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1952],color:[(128, 64, 128)]
Road_9/name:Road, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1953],color:[(128, 64, 128)]
Sand_1/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1512],color:[(128, 64, 64)]
Sand_10/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1521],color:[(128, 64, 64)]
Sand_2/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1513],color:[(128, 64, 64)]
Sand_3/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1514],color:[(128, 64, 64)]
Sand_4/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1515],color:[(128, 64, 64)]
Sand_5/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1516],color:[(128, 64, 64)]
Sand_6/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1517],color:[(128, 64, 64)]
Sand_7/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1518],color:[(128, 64, 64)]
Sand_8/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1519],color:[(128, 64, 64)]
Sand_9/name:Sand, file:/data/deeplearning/dataset/mapillary/training/labels/-3WWvMk6i1YgKC9ECG2HEA.png, x,y:[1552,1520],color:[(128, 64, 64)]
ServiceLane_1/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2007,1624],color:[(110, 110, 110)]
ServiceLane_10/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1626],color:[(110, 110, 110)]
ServiceLane_2/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2007,1625],color:[(110, 110, 110)]
ServiceLane_3/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2007,1626],color:[(110, 110, 110)]
ServiceLane_4/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2007,1627],color:[(110, 110, 110)]
ServiceLane_5/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1621],color:[(110, 110, 110)]
ServiceLane_6/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1622],color:[(110, 110, 110)]
ServiceLane_7/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1623],color:[(110, 110, 110)]
ServiceLane_8/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1624],color:[(110, 110, 110)]
ServiceLane_9/name:ServiceLane, file:/data/deeplearning/dataset/mapillary/training/labels/-3BbEwDFdZ6kvDrbqhNShw.png, x,y:[2008,1625],color:[(110, 110, 110)]
Sidewalk_1/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2063],color:[(244, 35, 232)]
Sidewalk_10/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2072],color:[(244, 35, 232)]
Sidewalk_2/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2064],color:[(244, 35, 232)]
Sidewalk_3/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2065],color:[(244, 35, 232)]
Sidewalk_4/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2066],color:[(244, 35, 232)]
Sidewalk_5/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2067],color:[(244, 35, 232)]
Sidewalk_6/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2068],color:[(244, 35, 232)]
Sidewalk_7/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2069],color:[(244, 35, 232)]
Sidewalk_8/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2070],color:[(244, 35, 232)]
Sidewalk_9/name:Sidewalk, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2071],color:[(244, 35, 232)]
Sky_1/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,0],color:[(70, 130, 180)]
Sky_10/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,9],color:[(70, 130, 180)]
Sky_2/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1],color:[(70, 130, 180)]
Sky_3/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2],color:[(70, 130, 180)]
Sky_4/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,3],color:[(70, 130, 180)]
Sky_5/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,4],color:[(70, 130, 180)]
Sky_6/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,5],color:[(70, 130, 180)]
Sky_7/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,6],color:[(70, 130, 180)]
Sky_8/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,7],color:[(70, 130, 180)]
Sky_9/name:Sky, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,8],color:[(70, 130, 180)]
StreetLight_1/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1551],color:[(210, 170, 100)]
StreetLight_10/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1560],color:[(210, 170, 100)]
StreetLight_2/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1552],color:[(210, 170, 100)]
StreetLight_3/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1553],color:[(210, 170, 100)]
StreetLight_4/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1554],color:[(210, 170, 100)]
StreetLight_5/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1555],color:[(210, 170, 100)]
StreetLight_6/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1556],color:[(210, 170, 100)]
StreetLight_7/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1557],color:[(210, 170, 100)]
StreetLight_8/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1558],color:[(210, 170, 100)]
StreetLight_9/name:StreetLight, file:/data/deeplearning/dataset/mapillary/training/labels/--SWG8TJo7vrbZ_x5YLj6A.png, x,y:[359,1559],color:[(210, 170, 100)]
Terrain_1/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2207,1858],color:[(152, 251, 152)]
Terrain_10/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2209,1852],color:[(152, 251, 152)]
Terrain_2/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2207,1859],color:[(152, 251, 152)]
Terrain_3/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1855],color:[(152, 251, 152)]
Terrain_4/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1856],color:[(152, 251, 152)]
Terrain_5/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1857],color:[(152, 251, 152)]
Terrain_6/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1858],color:[(152, 251, 152)]
Terrain_7/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1859],color:[(152, 251, 152)]
Terrain_8/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2208,1860],color:[(152, 251, 152)]
Terrain_9/name:Terrain, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[2209,1851],color:[(152, 251, 152)]
TrafficLight_1/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1925],color:[(250, 170, 30)]
TrafficLight_10/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1934],color:[(250, 170, 30)]
TrafficLight_2/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1926],color:[(250, 170, 30)]
TrafficLight_3/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1927],color:[(250, 170, 30)]
TrafficLight_4/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1928],color:[(250, 170, 30)]
TrafficLight_5/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1929],color:[(250, 170, 30)]
TrafficLight_6/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1930],color:[(250, 170, 30)]
TrafficLight_7/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1931],color:[(250, 170, 30)]
TrafficLight_8/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1932],color:[(250, 170, 30)]
TrafficLight_9/name:TrafficLight, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[0,1933],color:[(250, 170, 30)]
TrafficSign(Back)_1/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[878,1624],color:[(192, 192, 192)]
TrafficSign(Back)_10/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[880,1621],color:[(192, 192, 192)]
TrafficSign(Back)_2/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[878,1625],color:[(192, 192, 192)]
TrafficSign(Back)_3/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1621],color:[(192, 192, 192)]
TrafficSign(Back)_4/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1622],color:[(192, 192, 192)]
TrafficSign(Back)_5/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1623],color:[(192, 192, 192)]
TrafficSign(Back)_6/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1624],color:[(192, 192, 192)]
TrafficSign(Back)_7/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1625],color:[(192, 192, 192)]
TrafficSign(Back)_8/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[879,1626],color:[(192, 192, 192)]
TrafficSign(Back)_9/name:TrafficSign(Back), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[880,1620],color:[(192, 192, 192)]
TrafficSign(Front)_1/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1019,1711],color:[(220, 220, 0)]
TrafficSign(Front)_10/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1022,1708],color:[(220, 220, 0)]
TrafficSign(Front)_2/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1020,1710],color:[(220, 220, 0)]
TrafficSign(Front)_3/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1020,1711],color:[(220, 220, 0)]
TrafficSign(Front)_4/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1020,1712],color:[(220, 220, 0)]
TrafficSign(Front)_5/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1021,1709],color:[(220, 220, 0)]
TrafficSign(Front)_6/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1021,1710],color:[(220, 220, 0)]
TrafficSign(Front)_7/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1021,1711],color:[(220, 220, 0)]
TrafficSign(Front)_8/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1021,1712],color:[(220, 220, 0)]
TrafficSign(Front)_9/name:TrafficSign(Front), file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1021,1713],color:[(220, 220, 0)]
TrafficSignFrame_1/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[620,712],color:[(128, 128, 128)]
TrafficSignFrame_10/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[621,716],color:[(128, 128, 128)]
TrafficSignFrame_2/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[620,713],color:[(128, 128, 128)]
TrafficSignFrame_3/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[620,714],color:[(128, 128, 128)]
TrafficSignFrame_4/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[620,715],color:[(128, 128, 128)]
TrafficSignFrame_5/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[620,716],color:[(128, 128, 128)]
TrafficSignFrame_6/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[621,712],color:[(128, 128, 128)]
TrafficSignFrame_7/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[621,713],color:[(128, 128, 128)]
TrafficSignFrame_8/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[621,714],color:[(128, 128, 128)]
TrafficSignFrame_9/name:TrafficSignFrame, file:/data/deeplearning/dataset/mapillary/training/labels/-0C1J9CvgFP4BTVLXNeNZA.png, x,y:[621,715],color:[(128, 128, 128)]
Trailer_1/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1230,1803],color:[(0, 0, 110)]
Trailer_10/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1232,1801],color:[(0, 0, 110)]
Trailer_2/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1230,1804],color:[(0, 0, 110)]
Trailer_3/name:Trailer, file:/data/deeplearning/dataset/mapillary/training/labels/-rIuceFCk3AAriTwEuwAPQ.png, x,y:[1231,1801],color:[(0, 0, 110)]
